	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9	A	B	C	EC	Pathway_Module
K10558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	A09130 Environmental Information Processing 	B 09131 Membrane transport 	C 02010 ABC transporters [PATH:ko02010] 	lsrA, ego; AI-2 transport system ATP-binding protein	M00219 AI-2 transport system [PATH:map02010] [BR:ko02000]
K10558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02024 Quorum sensing [PATH:ko02024] 	lsrA, ego; AI-2 transport system ATP-binding protein	M00219 AI-2 transport system [PATH:map02010] [BR:ko02000]
K10558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02000 Transporters [BR:ko02000] 	lsrA, ego; AI-2 transport system ATP-binding protein	M00219 AI-2 transport system [PATH:map02010] [BR:ko02000]
K10563	0.0	0.26	0.5451999999999999	0.0	0.0	0.2979729729729729	0.54	0.3	0.33744473916887713	0.33744473916887713	0.2	0.19501312335958007	0.46	0.0	0.3	0.0	0.4	0.3444444444444445	0.0	0.5642	0.0	0.3	0.5757446808510639	0.33744473916887713	0.2961038961038961	0.3	0.4	0.0	0.0	0.39999999999999997	0.2797842835130971	0.3577142857142857	0.32	0.25463917525773194	0.3577142857142857	2.6298850574712644	0.5	0.5451999999999999	0.26	0.4	0.3577142857142857	0.32	0.5	0.26	0.3577142857142857	0.28	0.5451999999999999	0.2979729729729729	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03410 Base excision repair [PATH:ko03410] 	mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	
K10563	0.0	0.26	0.5451999999999999	0.0	0.0	0.2979729729729729	0.54	0.3	0.33744473916887713	0.33744473916887713	0.2	0.19501312335958007	0.46	0.0	0.3	0.0	0.4	0.3444444444444445	0.0	0.5642	0.0	0.3	0.5757446808510639	0.33744473916887713	0.2961038961038961	0.3	0.4	0.0	0.0	0.39999999999999997	0.2797842835130971	0.3577142857142857	0.32	0.25463917525773194	0.3577142857142857	2.6298850574712644	0.5	0.5451999999999999	0.26	0.4	0.3577142857142857	0.32	0.5	0.26	0.3577142857142857	0.28	0.5451999999999999	0.2979729729729729	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	
K10678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09111 Xenobiotics biodegradation and metabolism 	C 00633 Nitrotoluene degradation [PATH:ko00633] 	nfsA; nitroreductase [EC:1.-.-.-]	
K10679	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.2	0.0	0.0	0.0	0.0	0.4212765957446809	0.0	0.287012987012987	0.0	0.0	1.0	0.0	0.19999999999999998	0.2793528505392912	0.0	0.0	0.24123711340206186	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	A09100 Metabolism 	B 09111 Xenobiotics biodegradation and metabolism 	C 00633 Nitrotoluene degradation [PATH:ko00633] 	nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	
K10680	0.0	0.13912280701754387	0.3712	0.0	0.0	0.20472972972972972	0.27	0.3	0.0	0.0	0.0	0.1	0.2570588235294118	0.0	0.33214285714285713	0.0	0.2	0.0	0.0	0.0	0.0	0.33214285714285713	0.44234042553191494	0.0	0.0	0.33214285714285713	0.0	0.0	0.0	0.15	0.14	0.2612857142857143	0.0	0.2345360824742268	0.2612857142857143	0.0	0.0	0.3712	0.13912280701754387	0.0	0.2612857142857143	0.0	0.0	0.13912280701754387	0.2612857142857143	0.22400000000000003	0.3712	0.20472972972972972	A09100 Metabolism 	B 09111 Xenobiotics biodegradation and metabolism 	C 00633 Nitrotoluene degradation [PATH:ko00633] 	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]	
K10697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 02020 Two-component system [PATH:ko02020] 	rpaA; two-component system, OmpR family, response regulator RpaA	M00467 SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]
K10697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02022 Two-component system [BR:ko02022] 	rpaA; two-component system, OmpR family, response regulator RpaA	M00467 SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]
K10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09111 Xenobiotics biodegradation and metabolism 	C 00622 Xylene degradation [PATH:ko00622] 	todF; 2-hydroxy-6-oxohepta-2,4-dienoate hydroxylase [EC:3.7.1.-]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03030 DNA replication [PATH:ko03030] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03410 Base excision repair [PATH:ko03410] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03420 Nucleotide excision repair [PATH:ko03420] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03430 Mismatch repair [PATH:ko03430] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10747	0.0	0.0	0.9222	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.7305882352941176	0.0	0.0	0.0	0.6000000000000001	0.0	0.0	0.7626	0.0	0.0	1.0742553191489361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	0.345	0.0	0.0	0.9222	0.0	0.0	0.345	0.0	0.0	0.0	0.345	0.0	0.9222	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	
K10764	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.5	0.2	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.15	0.0	0.2	0.45	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09102 Energy metabolism 	C 00920 Sulfur metabolism [PATH:ko00920] 	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	
K10764	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.5	0.2	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.15	0.0	0.2	0.45	0.4	0.15	0.0	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.18	0.0	0.0	0.0	A09100 Metabolism 	B 09105 Amino acid metabolism 	C 00270 Cysteine and methionine metabolism [PATH:ko00270] 	metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	
K10773	0.0	0.1368421052631579	0.29	0.0	0.0	0.16824324324324325	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.4222222222222223	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.19999999999999998	0.14	0.18	0.16	0.13871134020618556	0.18	0.0	0.0	0.29	0.1368421052631579	0.2	0.18	0.08	0.0	0.1368421052631579	0.18	0.14	0.29	0.16824324324324325	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03410 Base excision repair [PATH:ko03410] 	NTH; endonuclease III [EC:4.2.99.18]	
K10773	0.0	0.1368421052631579	0.29	0.0	0.0	0.16824324324324325	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.4222222222222223	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.19999999999999998	0.14	0.18	0.16	0.13871134020618556	0.18	0.0	0.0	0.29	0.1368421052631579	0.2	0.18	0.08	0.0	0.1368421052631579	0.18	0.14	0.29	0.16824324324324325	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	NTH; endonuclease III [EC:4.2.99.18]	
K10804	0.0	0.26	0.5336	0.0	0.0	0.28986486486486485	0.54	0.3	0.0	0.0	0.0	0.0	0.46	0.0	0.3	0.0	0.4	0.3444444444444445	0.0	0.558	0.0	0.3	0.6038297872340426	0.0	0.2935064935064935	0.3	0.4	1.0	0.0	0.3	0.27956856702619415	0.3554285714285714	0.32	0.25061855670103095	0.3554285714285714	0.0	0.0	0.5336	0.26	0.0	0.3554285714285714	0.0	0.0	0.26	0.3554285714285714	0.28	0.5336	0.28986486486486485	A09100 Metabolism 	B 09103 Lipid metabolism 	C 01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040] 	tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]	
K10804	0.0	0.26	0.5336	0.0	0.0	0.28986486486486485	0.54	0.3	0.0	0.0	0.0	0.0	0.46	0.0	0.3	0.0	0.4	0.3444444444444445	0.0	0.558	0.0	0.3	0.6038297872340426	0.0	0.2935064935064935	0.3	0.4	1.0	0.0	0.3	0.27956856702619415	0.3554285714285714	0.32	0.25061855670103095	0.3554285714285714	0.0	0.0	0.5336	0.26	0.0	0.3554285714285714	0.0	0.0	0.26	0.3554285714285714	0.28	0.5336	0.28986486486486485	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01004 Lipid biosynthesis proteins [BR:ko01004] 	tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]	
K10805	0.0	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.5	0.0	0.2	0.0	0.31	0.0	0.15	0.0	0.0	0.1512987012987013	0.15	0.0	0.0	0.0	0.15	0.14	0.1817142857142857	0.16	0.13	0.1817142857142857	0.5319540229885058	0.0	0.29	0.13	0.0	0.1817142857142857	0.0	0.0	0.13	0.1817142857142857	0.14	0.29	0.15	A09100 Metabolism 	B 09103 Lipid metabolism 	C 01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040] 	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	
K10805	0.0	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.5	0.0	0.2	0.0	0.31	0.0	0.15	0.0	0.0	0.1512987012987013	0.15	0.0	0.0	0.0	0.15	0.14	0.1817142857142857	0.16	0.13	0.1817142857142857	0.5319540229885058	0.0	0.29	0.13	0.0	0.1817142857142857	0.0	0.0	0.13	0.1817142857142857	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01004 Lipid biosynthesis proteins [BR:ko01004] 	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	
K10806	0.0	0.13	0.0	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.0	0.2	0.0	0.0	0.31	0.0	0.15	0.33	0.0	0.15	0.15	0.30000000000000004	0.0	0.0	0.19999999999999998	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09100 Metabolism 	B 09103 Lipid metabolism 	C 01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040] 	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]	
K10806	0.0	0.13	0.0	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.0	0.2	0.0	0.0	0.31	0.0	0.15	0.33	0.0	0.15	0.15	0.30000000000000004	0.0	0.0	0.19999999999999998	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.0	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.0	0.15	A09180 Brite Hierarchies 	B 09181 Protein families: metabolism 	C 01004 Lipid biosynthesis proteins [BR:ko01004] 	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]	
K10857	0.0	0.13228070175438597	0.0	0.0	0.0	0.15202702702702703	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.17500000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.17500000000000002	0.0	0.0	0.23506493506493506	0.17500000000000002	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.13670103092783506	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.168	0.0	0.15202702702702703	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03430 Mismatch repair [PATH:ko03430] 	exoX; exodeoxyribonuclease X [EC:3.1.11.-]	
K10857	0.0	0.13228070175438597	0.0	0.0	0.0	0.15202702702702703	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.17500000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.17500000000000002	0.0	0.0	0.23506493506493506	0.17500000000000002	0.0	0.0	0.0	0.0	0.14	0.0	0.16	0.13670103092783506	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.0	0.0	0.0	0.13228070175438597	0.0	0.168	0.0	0.15202702702702703	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	exoX; exodeoxyribonuclease X [EC:3.1.11.-]	
K10866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03440 Homologous recombination [PATH:ko03440] 	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	M00291 MRN complex [PATH:map03440] [BR:ko03032 ko03400]
K10866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09120 Genetic Information Processing 	B 09124 Replication and repair 	C 03450 Non-homologous end-joining [PATH:ko03450] 	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	M00291 MRN complex [PATH:map03440] [BR:ko03032 ko03400]
K10866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09140 Cellular Processes 	B 09143 Cell growth and death 	C 04218 Cellular senescence [PATH:ko04218] 	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	M00291 MRN complex [PATH:map03440] [BR:ko03032 ko03400]
K10866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03032 DNA replication proteins [BR:ko03032] 	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	M00291 MRN complex [PATH:map03440] [BR:ko03032 ko03400]
K10866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03400 DNA repair and recombination proteins [BR:ko03400] 	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	M00291 MRN complex [PATH:map03440] [BR:ko03032 ko03400]
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09130 Environmental Information Processing 	B 09132 Signal transduction 	C 02020 Two-component system [PATH:ko02020] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02024 Quorum sensing [PATH:ko02024] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 02026 Biofilm formation - Escherichia coli [PATH:ko02026] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10914	0.0	0.13	0.29	0.0	0.0	0.15	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.31	0.0	0.15	0.0	0.0	0.15	0.15	0.0	0.0	0.0	0.0	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15	A09180 Brite Hierarchies 	B 09182 Protein families: genetic information processing 	C 03000 Transcription factors [BR:ko03000] 	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	
K10924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] 	mshA; MSHA pilin protein MshA	
K10924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	mshA; MSHA pilin protein MshA	
K10927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09140 Cellular Processes 	B 09145 Cellular community - prokaryotes 	C 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] 	mshD; MSHA pilin protein MshD	
K10927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A09180 Brite Hierarchies 	B 09183 Protein families: signaling and cellular processes 	C 02044 Secretion system [BR:ko02044] 	mshD; MSHA pilin protein MshD	
